id;uga;etablissement;adresse;cp;ville;tel;lat;lon
786;75GRE;;60 AVENUE FELIX FAURE;75015;PARIS;01 45 27 99 72;48.8405914;2.2863745
787;75PAS;;60 AVENUE PAUL DOUMER;75016;PARIS;;48.8600494;2.2799399
788;75PAS;;60 BOULEVARD EMILE AUGIER;75016;PARIS;01 45 04 53 13;48.8635182;2.272534
789;75ELY;;60 RUE DES MATHURINS;75008;PARIS;01 40 17 09 11;48.8735067;2.321919
790;75PAS;;60 RUE DU RANELAGH;75016;PARIS;01 45 25 36 96;48.8548457;2.2732371
791;75INV;;61 AVENUE DE SAXE;75007;PARIS;01 47 34 20 38;48.8461971;2.313698
792;75TER;;61 AVENUE FRANKLIN DELANO ROOSEVELT;75017;PARIS;01 53 77 25 88;48.871645;2.3098868
793;75TRO;;61 AVENUE VICTOR HUGO;75016;PARIS;01 53 72 93 12;48.8707842;2.2882617
794;75INV;;61 BOULEVARD DES INVALIDES;75007;PARIS;09 53 38 17 56;48.8478397;2.3163044
795;75TER;;62 AVENUE DE LA GRANDE ARMEE;75017;PARIS;01 45 74 07 08;48.8769054;2.2863034
796;75TRO;;62 AVENUE RAYMOND POINCARE;75016;PARIS;01 47 47 45 41;48.8677805;2.2859798
797;75TER;;62 BIS RUE PIERRE DEMOURS;75017;PARIS;09 81 36 98 36;48.8821891;2.2966827
798;75MNP;;62 BOULEVARD DU MONTPARNASSE;75015;PARIS;01 45 48 56 76;48.8441787;2.3223183
799;75PAS;;62 RUE DE LA TOUR;75016;PARIS;01 40 72 40 00;48.8603619;2.2809337
800;75ELY;;62 RUE DU ROCHER;75008;PARIS;01 42 67 02 22;48.8787152;2.3193283
801;75PER;;62 RUE LEGENDRE;75017;PARIS;01 42 67 49 57;48.8854211;2.3165195
802;75AUT;;62 RUE MICHEL ANGE;75016;PARIS;;48.8434294;2.2602591
803;75VAU;;63 65 RUE OLIVIER DE SERRES;75015;PARIS;01 53 68 16 90;48.8310585;2.2923781
804;75TRO;;63 AVENUE MARCEAU;75016;PARIS;01 40 70 00 02;48.8701678;2.2976736
805;92NEU;HÔP AMÉRICAIN;63 BOULEVARD VICTOR HUGO;92200;NEUILLY-SUR-SEINE;01 46 41 25 15;48.8930857;2.272941
806;75TER;;63 RUE DE PONTHIEU;75017;PARIS;01 44 07 48 15;48.8722649;2.304458
807;75INV;;64 AVENUE BOSQUET;75007;PARIS;01 47 05 57 58;48.8550147;2.3050328
808;75GRE;;64 AVENUE DE LA MOTTE PICQUET;75015;PARIS;01 45 67 39 05;48.8497299;2.2985231
809;75GRE;;64 AVENUE FELIX FAURE;75015;PARIS;01 40 60 91 91;48.8404231;2.2859563
810;75VAU;;64 RUE LABROUSTE;75015;PARIS;;48.8323932;2.3065797
811;75TRO;;65 AVENUE FOCH;75016;PARIS;01 47 55 14 69;48.8715984;2.2804921
812;75INV;;65 BOULEVARD DES INVALIDES;75007;PARIS;;48.8473812;2.3165576
813;75GRE;;65 RUE DU THEATRE;75015;PARIS;;48.8480463;2.2904784
814;75VAU;;65 RUE LABROUSTE;75015;PARIS;01 44 19 52 00;48.8321265;2.3065682
815;75PAS;;65 RUE NICOLO;75016;PARIS;01 45 25 60 02;48.8608446;2.276303
816;75ELY;;66 RUE DE LISBONNE;75008;PARIS;01 45 74 07 42;48.8774433;2.3070518
817;75ELY;;66 RUE DE MIROMESNIL;75008;PARIS;01 45 62 07 30;48.8762165;2.3158059
818;75GRE;CTR MÉD DES CÉVENNES;66 RUE DES CEVENNES;75015;PARIS;09 87 36 77 75;48.8417337;2.2821122
819;92LEV;;66 RUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;01 47 37 02 59;48.893253;2.289397
820;75PER;;66 RUE JOUFFROY D ABBANS;75017;PARIS;;48.884558;2.3058823
821;75TRO;;67 69 AVENUE VICTOR HUGO;75016;PARIS;01 45 00 64 88;48.8652952;2.2750333
822;75TER;;67 BOULEVARD DE COURCELLES;75017;PARIS;01 47 66 89 99;48.8787147;2.3018987
823;75PER;;68 BOULEVARD DE COURCELLES;75017;PARIS;01 47 03 30 90;48.8801617;2.3070492
824;75ELY;;68 BOULEVARD MALESHERBES;75008;PARIS;01 45 56 10 00;48.8783819;2.315864
825;75MNP;;68 BOULEVARD PASTEUR;75015;PARIS;01 43 22 30 09;48.8402607;2.3146443
826;75INV;;68 RUE DU BAC;75007;PARIS;01 43 20 00 79;48.8556187;2.3251342
827;75MNP;;68 RUE DUTOT;75015;PARIS;01 45 66 69 80;48.8380338;2.3080675
828;92LEV;;68 T RUE MARJOLIN;92300;LEVALLOIS PERRET;01 47 31 44 78;48.8979701;2.2901971
829;75TRO;;69 AVENUE RAYMOND POINCARE;75016;PARIS;01 45 53 95 87;48.8679673;2.285611
830;75PAS;;69 RUE DE LA TOUR;75016;PARIS;;48.861366;2.2788711
831;75GRE;;69 RUE FONDARY;75015;PARIS;01 45 75 20 21;48.8467749;2.2967528
832;75AUT;;7 9 BIS RUE DU BOUQUET DE LONGCHAMP;75016;PARIS;01 40 60 38 30;48.8388657;2.2749032
833;75PER;;7 AVENUE DE VILLIERS;75017;PARIS;01 40 53 93 88;48.8816405;2.3143526
834;75TRO;;7 AVENUE DU PRESIDENT WILSON;75016;PARIS;01 40 55 00 26;48.8647579;2.2989195
835;75INV;;7 AVENUE DUQUESNE;75007;PARIS;01 42 74 32 01;48.8535623;2.3075736
836;75PER;;7 AVENUE GOURGAUD;75017;PARIS;01 47 64 53 21;48.885978;2.297045
837;75PER;;7 AVENUE PAUL ADAM;75017;PARIS;;48.8872805;2.2967911
838;75INV;;7 PLACE DE FONTENOY;75007;PARIS;;48.85121965;2.306670824655578
839;75PER;;7 PLACE DU GENERAL CATROUX;75017;PARIS;01 45 78 64 71;48.8824691;2.3095838
840;75INV;;7 RUE ALEXANDRE CABANEL;75007;PARIS;01 43 06 99 61;48.8481315;2.3031117
841;75TER;;7 RUE ALFRED DE VIGNY;75017;PARIS;01 42 67 11 11;48.8789551;2.305022
842;75PAS;;7 RUE CHERNOVIZ;75016;PARIS;01 45 27 97 83;48.8572498;2.2817956
843;75GRE;;7 RUE DE CASABLANCA;75015;PARIS;;48.8388844;2.288821
844;75PAS;;7 RUE DE LA POMPE;75016;PARIS;01 45 24 69 50;48.8590775;2.2749981
845;75PER;;7 RUE DESCOMBES;75017;PARIS;01 42 27 06 38;48.8844196;2.2930421
846;75GRE;;7 RUE DU LAOS;75015;PARIS;01 44 49 03 53;48.8503041;2.3011511
847;75ELY;;7 RUE MARBEUF;75008;PARIS;01 47 23 58 04;48.8676019;2.3022369
848;75TER;;7 RUE MARCEL RENAULT;75017;PARIS;01 42 58 97 74;48.8798443;2.292974
849;75PAS;;7 RUE MASSENET;75016;PARIS;01 45 25 16 14;48.8584017;2.2793792
850;75INV;;7 RUE VALENTIN HAUY;75007;PARIS;01 42 33 19 91;48.8467473;2.3097767
851;75TRO;;7 RUE YVON VILLARCEAU;75016;PARIS;01 40 08 55 55;48.8689299;2.2874828
852;75PER;;7 VILLA MONCEAU;75017;PARIS;01 45 72 10 55;48.8832998;2.3000222
853;75MNP;;70 72 RUE MADEMOISELLE;75015;PARIS;01 71 26 62 92;48.8435838;2.2950301
854;92LEV;;70 RUE BAUDIN;92300;LEVALLOIS PERRET;01 47 37 48 52;48.8982381;2.285688
855;75TRO;;70 RUE ST DIDIER;75016;PARIS;01 41 51 17 30;48.8676991;2.2819101
856;75GRE;;71 RUE DU COMMERCE;75015;PARIS;01 45 30 10 30;48.845251;2.2944549
857;75TRO;;72 AVENUE D IENA;75016;PARIS;;48.8702871;2.2958622
858;75PER;;72 BOULEVARD DE COURCELLES;75017;PARIS;01 47 66 42 51;48.8800048;2.3063139
859;92LEV;;72 RUE ANATOLE FRANCE;92300;LEVALLOIS PERRET;01 47 57 55 83;48.8919289;2.2853006
860;75AUT;;72 RUE D AUTEUIL;75016;PARIS;01 46 51 16 19;48.8479851;2.2610431
861;75GRE;;72 RUE DU COMMERCE;75015;PARIS;01 45 30 64 20;48.8454277;2.2943824
862;75AUT;;72 RUE MICHEL ANGE;75016;PARIS;01 42 50 02 61;48.8423308;2.259359
863;75GRE;;72 RUE SEBASTIEN MERCIER;75015;PARIS;01 40 58 16 02;48.8441769;2.279336
864;75PER;;73 RUE DE SAUSSURE;75017;PARIS;01 44 49 44 12;48.8861817;2.3136659
865;75GRE;;73 RUE FONDARY;75015;PARIS;01 45 75 08 16;48.8466301;2.2971292
866;92NEU;;74 76 BOULEVARD BOURDON;92200;NEUILLY-SUR-SEINE;01 41 92 20 20;48.8944258;2.2695334
867;75TRO;;74 AVENUE KLEBER;75016;PARIS;;48.867424;2.2901573
868;75PAS;;74 AVENUE PAUL DOUMER;75016;PARIS;01 45 03 48 38;48.8597007;2.2784929
869;75AUT;;74 BOULEVARD EXELMANS;75016;PARIS;01 46 51 95 37;48.8429297;2.2609148
870;75PAS;;74 RUE DE LA TOUR;75016;PARIS;01 40 72 70 32;48.8609872;2.279827
871;75ELY;;74 RUE DU ROCHER;75008;PARIS;01 45 22 01 10;48.8796641;2.3181684
872;75MNP;;74 RUE LECOURBE;75015;PARIS;;48.8439291;2.3055815
873;75AUT;;75 BOULEVARD EXELMANS;75016;PARIS;01 40 71 05 10;48.8431943;2.2595851
874;92LEV;;75 RUE CARNOT;92300;LEVALLOIS PERRET;01 84 88 75 53;48.8928674;2.2856034
875;75GRE;;75 RUE DE LOURMEL;75015;PARIS;01 40 29 90 41;48.8455323;2.2879748
876;75TER;;76 78 AVENUE DES CHAMPS ELYSEES;75017;PARIS;06 87 73 70 67;48.8703127;2.3059369
877;75TER;;76 AVENUE DES CHAMPS ELYSEES;75017;PARIS;01 71 19 59 51;48.87117;2.3043491
878;75TRO;CAB MÉD R POINCARÉ;76 AVENUE RAYMOND POINCARE;75016;PARIS;;48.8687967;2.2857195
879;75GRE;;76 BIS AVENUE DE SUFFREN;75015;PARIS;01 40 56 03 33;48.8518466;2.2995764
880;75PAS;;76 RUE DE LA TOUR;75016;PARIS;01 45 20 03 66;48.8611042;2.279618
881;75PAS;;76 RUE DU RANELAGH;75016;PARIS;01 42 25 48 09;48.8552497;2.2716505
882;75MNP;;76 RUE LECOURBE;75015;PARIS;01 45 67 61 00;48.8441051;2.305187
883;75TER;;77 AVENUE DE WAGRAM;75017;PARIS;01 43 80 42 10;48.8799397;2.2992901
884;75PAS;;77 AVENUE PAUL DOUMER;75016;PARIS;01 47 55 07 77;48.8593025;2.2778065
885;75INV;;77 BIS AVENUE DE BRETEUIL;75007;PARIS;;48.8460459;2.3119666
886;92LEV;;77 BIS RUE VOLTAIRE;92300;LEVALLOIS PERRET;01 47 31 00 29;48.8937852;2.2884159
887;75GRE;;77 BOULEVARD DE GRENELLE;75015;PARIS;01 47 34 32 30;48.8503399;2.2945661
888;75GRE;;78 AVENUE DE SUFFREN;75015;PARIS;01 40 56 00 26;48.8517143;2.2997814
889;75TER;;78 AVENUE DES TERNES;75017;PARIS;;48.8799369;2.2893467
890;75INV;;79 AVENUE DE SEGUR;75007;PARIS;;48.8473942;2.3059778
891;75GRE;;79 QUAI ANDRE CITROEN;75015;PARIS;01 45 78 10 00;48.8441391;2.2750605
892;75TRO;;79 RUE BOISSIERE;75016;PARIS;01 45 00 55 66;48.869035;2.2862198
893;75INV;;8 AVENUE CONSTANT COQUELIN;75007;PARIS;;48.8481651;2.3172141
894;75PAS;;8 AVENUE VION WHITCOMB;75016;PARIS;;48.8564144;2.269939
895;75PER;;8 BIS RUE MARGUERITTE;75017;PARIS;01 47 64 47 71;48.8798208;2.3016495
896;75ELY;;8 BOULEVARD DE LA MADELEINE;75008;PARIS;;48.8699519;2.3268245
897;75MNP;;8 PLACE FALGUIERE;75015;PARIS;01 47 34 64 94;48.8360828;2.3102989
898;75GRE;;8 RUE AUGUSTE BARTHOLDI;75015;PARIS;01 47 34 60 08;48.8507276;2.294363
899;75INV;;8 RUE CESAR FRANCK;75007;PARIS;01 47 34 36 16;48.8473369;2.3095038
900;75MNP;;8 RUE CORBON;75015;PARIS;01 45 33 64 45;48.836341;2.3029815
901;75MNP;;8 RUE D ARSONVAL;75015;PARIS;;48.8400083;2.3140334
902;75AUT;;8 RUE D AUTEUIL;75016;PARIS;01 45 24 55 73;48.8476014;2.26827
903;75ELY;;8 RUE DE DURAS;75008;PARIS;01 56 54 27 27;48.87091;2.3179861
904;75MNP;;8 RUE DE L ARMORIQUE;75015;PARIS;01 43 22 82 97;48.8398616;2.3146456
905;75AUT;;8 RUE DEGAS;75016;PARIS;01 42 88 72 14;48.8489269;2.2745942
906;75PER;;8 RUE GUSTAVE DORE;75017;PARIS;;48.8863963;2.3030042
907;75PAS;;8 RUE JEAN RICHEPIN;75016;PARIS;01 45 03 30 74;48.8616168;2.2744958
908;75PAS;;8 RUE LEKAIN;75016;PARIS;01 45 25 71 27;48.8565609;2.2783157
909;75PER;;8 RUE THEODULE RIBOT;75017;PARIS;;48.8794438;2.3011296
910;75PAS;;8 SQUARE THIERS;75016;PARIS;01 58 41 24 24;48.8662005;2.2788121
911;92NEU;;80 AVENUE CHARLES DE GAULLE;92200;NEUILLY-SUR-SEINE;01 46 37 04 04;48.8817617;2.271019
912;75TRO;;80 AVENUE KLEBER;75016;PARIS;01 45 05 94 14;48.8670324;2.2898725
913;75PAS;;80 AVENUE PAUL DOUMER;75016;PARIS;01 47 27 55 55;48.8594542;2.2776594
914;75TRO;;80 RUE BOISSIERE;75016;PARIS;;48.8692328;2.2861453
915;75ELY;;80 RUE DE MIROMESNIL;75008;PARIS;01 55 30 07 49;48.8774412;2.3157088
916;75ELY;;80 RUE DE MONCEAU;75008;PARIS;01 45 22 18 20;48.8801404;2.3159233
917;75PER;;81 RUE DE ROME;75017;PARIS;01 47 42 51 09;48.8826852;2.3197089
918;75INV;;81 RUE ST DOMINIQUE;75007;PARIS;01 45 50 30 26;48.8597445;2.3084566
919;75GRE;;82 AVENUE EMILE ZOLA;75015;PARIS;01 45 75 51 19;48.8465172;2.2871413
920;75PER;;82 BOULEVARD DE COURCELLES;75017;PARIS;01 42 68 83 30;48.8798393;2.3055493
921;92LEV;;82 RUE BAUDIN;92300;LEVALLOIS PERRET;09 53 91 77 67;48.8979892;2.2848212
922;75TRO;;82 RUE LAURISTON;75016;PARIS;01 43 59 33 85;48.8674534;2.2879847
923;75TER;;83 BOULEVARD DE COURCELLES;75017;PARIS;;48.8782487;2.2997272
924;92LEV;;83 RUE ARISTIDE BRIAND;92300;LEVALLOIS PERRET;01 47 37 71 85;48.8927165;2.2890514
925;75GRE;;83 RUE DE LA CONVENTION;75015;PARIS;01 84 25 60 97;48.8423097;2.2854934
926;75MNP;;84 BOULEVARD GARIBALDI;75015;PARIS;01 47 83 65 40;48.8455007;2.3092404
927;92NEU;;85 AVENUE CHARLES DE GAULLE;92200;NEUILLY-SUR-SEINE;01 46 24 33 38;48.8803956;2.2731195
928;75INV;;85 AVENUE DE LA BOURDONNAIS;75007;PARIS;01 44 42 92 55;48.8561332;2.3027511
929;75AUT;;85 AVENUE MOZART;75016;PARIS;01 45 25 66 00;48.8523594;2.2682462
930;75TER;;85 RUE LA BOETIE;75017;PARIS;;48.8719092;2.3086066
931;75GRE;;86 RUE DE L EGLISE;75015;PARIS;01 45 58 52 65;48.8428158;2.2914147
932;92NEU;;86 RUE DE LONGCHAMP;92200;NEUILLY-SUR-SEINE;01 47 45 21 11;48.8776731;2.2514954
933;75ELY;;86 RUE DE MIROMESNIL;75008;PARIS;01 42 25 25 61;48.8787059;2.3156106
934;92LEV;;86 RUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;01 55 46 90 50;48.8948586;2.2879988
935;75PAS;;86 RUE DU RANELAGH;75016;PARIS;01 45 27 39 76;48.8557628;2.2696486
936;92LEV;;86 RUE MARIUS AUFAN;92300;LEVALLOIS PERRET;01 47 58 71 04;48.8921332;2.2833089
937;75TER;;87 BOULEVARD DE COURCELLES;75017;PARIS;01 44 40 08 04;48.8781636;2.2993304
938;92NEU;;88 BIS AVENUE CHARLES DE GAULLE;92200;NEUILLY-SUR-SEINE;;48.8820423;2.2701366
939;92LEV;;88 RUE DE VILLIERS;92300;LEVALLOIS PERRET;01 46 97 01 75;48.8936722;2.2761012
940;75MNP;;88 RUE LECOURBE;75015;PARIS;01 43 06 92 01;48.8433313;2.3047415
941;92LEV;;88 RUE RIVAY;92300;LEVALLOIS PERRET;01 47 31 17 81;48.8979335;2.2866514
942;92NEU;;89 BOULEVARD BINEAU;92200;NEUILLY-SUR-SEINE;01 47 45 25 44;48.887145;2.2771404
943;75TER;;89 BOULEVARD DE COURCELLES;75017;PARIS;01 43 25 08 07;48.8781248;2.2991493
944;75AUT;;89 BOULEVARD MURAT;75016;PARIS;;48.840796;2.2564144
945;75MNP;;89 RUE BLOMET;75015;PARIS;09 66 81 75 95;48.8411515;2.3013764
946;75PAS;;89 RUE DE LA POMPE;75016;PARIS;01 44 09 03 20;48.8646564;2.2781004
947;75VAU;;89 RUE DES MORILLONS;75015;PARIS;01 45 33 70 71;48.8320316;2.3043459
948;75GRE;;89 RUE DU COMMERCE;75015;PARIS;01 42 50 40 61;48.8442222;2.2935652
949;92LEV;;89 RUE JULES GUESDE;92300;LEVALLOIS PERRET;01 47 37 77 55;48.8958124;2.2902872
950;75TER;;9 AVENUE MAC MAHON;75017;PARIS;;48.8757589;2.2944545
951;75TER;;9 AVENUE NIEL;75017;PARIS;01 45 72 45 72;48.8796328;2.2944938
952;92NEU;;9 AVENUE STE FOY;92200;NEUILLY-SUR-SEINE;01 47 45 46 77;48.8856346;2.266723
953;75GRE;;9 PLACE VIOLET;75015;PARIS;01 40 57 47 10;48.8447717;2.2910213
954;92NEU;;9 RUE ANCELLE;92200;NEUILLY-SUR-SEINE;01 46 24 17 06;48.8808347;2.2686933
955;75GRE;;9 RUE DE L ABBE GROULT;75015;PARIS;01 45 66 70 51;48.842863;2.2938087
956;75ELY;;9 RUE DE LA BIENFAISANCE;75008;PARIS;01 45 22 67 49;48.8766943;2.3200823
957;75ELY;;9 RUE DE LA TREMOILLE;75008;PARIS;01 45 63 91 65;48.8670745;2.302885
958;75PAS;;9 RUE DE SIAM;75016;PARIS;01 40 72 72 01;48.8619243;2.2750103
959;75INV;;9 RUE DE VILLERSEXEL;75007;PARIS;01 45 48 31 32;48.8582257;2.3238648
960;75VAU;;9 RUE DES PERICHAUX;75015;PARIS;;48.8305049;2.2976776
961;75MNP;;9 RUE DU GENERAL BEURET;75015;PARIS;01 42 50 10 58;48.841227;2.302735
962;75VAU;;9 RUE FOURCADE;75015;PARIS;01 47 83 79 31;48.8372863;2.2981673
963;92LEV;;9 RUE GREFFULHE;92300;LEVALLOIS PERRET;01 40 89 31 22;48.8940611;2.276556
964;75PER;CLI STE-THÉRÈSE;9 RUE GUSTAVE DORE;75017;PARIS;01 44 74 10 34;48.8865147;2.3024731
965;75PER;;9 RUE JEAN BAPTISTE DUMAS;75017;PARIS;;48.8830404;2.2918081
966;75INV;;9 RUE LEON VAUDOYER;75007;PARIS;01 45 48 83 05;48.847934;2.3089125
967;75TRO;;9 RUE LEONCE REYNAUD;75016;PARIS;;48.8657094;2.2986926
968;75TER;;9 RUE PIERRE DEMOURS;75017;PARIS;01 42 27 74 34;48.8800836;2.2919324
969;75TER;;9 RUE PIERRE LE GRAND;75017;PARIS;;48.8784492;2.3009505
970;75TRO;;9 RUE QUENTIN BAUCHART;75016;PARIS;;48.8692459;2.2998214
971;75INV;;9 RUE SEDILLOT;75007;PARIS;01 45 51 55 85;48.8587907;2.3018258
972;75TER;;9 RUE TROYON;75017;PARIS;;48.8760867;2.2951808
973;75AUT;;9 RUE VAN LOO;75016;PARIS;01 42 94 06 00;48.8409222;2.2675763
974;92NEU;;90 AVENUE CHARLES DE GAULLE;92200;NEUILLY-SUR-SEINE;01 46 24 74 49;48.8820882;2.269992
975;75PER;;90 AVENUE NIEL;75017;PARIS;01 42 94 18 97;48.8836667;2.2969808
976;75PAS;;90 AVENUE PAUL DOUMER;75016;PARIS;01 40 50 96 62;48.8588491;2.2760602
977;75VAU;;90 RUE DE L ABBE GROULT;75015;PARIS;;48.8380374;2.2987613
978;92LEV;;90 RUE MARIUS AUFAN;92300;LEVALLOIS PERRET;01 47 57 75 81;48.8923362;2.2831447
979;75GRE;;91 AVENUE FELIX FAURE;75015;PARIS;01 45 57 05 00;48.8393757;2.2838781
980;75GRE;;91 RUE DE LOURMEL;75015;PARIS;01 43 06 67 37;48.8442139;2.2868239
981;92LEV;;92 RUE BAUDIN;92300;LEVALLOIS PERRET;01 41 06 17 56;48.8991239;2.2884932
982;75TRO;;92 RUE DE LA POMPE;75016;PARIS;01 45 53 03 71;48.864658;2.278365
983;75PAS;;94 BOULEVARD FLANDRIN;75016;PARIS;01 47 27 27 33;48.8709683;2.276041
984;75INV;;94 RUE DE SEVRES;75007;PARIS;01 56 58 06 92;48.8462689;2.3145776
985;75INV;;95 AVENUE DE LA BOURDONNAIS;75007;PARIS;01 44 25 00 00;48.8556604;2.3034858
986;75TRO;;95 AVENUE VICTOR HUGO;75016;PARIS;01 44 05 05 55;48.8690807;2.2842464
987;75PAS;;95 RUE DE LA FAISANDERIE;75016;PARIS;01 45 04 87 55;48.866716;2.2747378
988;75ELY;;95 RUE DE MONCEAU;75008;PARIS;01 53 21 00 27;48.880632;2.3165995
989;75AUT;HÔP HENRY DUNANT;95 RUE MICHEL ANGE;75016;PARIS;01 40 71 24 59;48.8403288;2.258317
990;75AUT;;96 AVENUE DE VERSAILLES;75016;PARIS;01 49 59 65 77;48.8448856;2.2709253
991;75PER;;96 AVENUE DE VILLIERS;75017;PARIS;09 51 97 30 47;48.8846693;2.3005207
992;75TRO;;96 AVENUE VICTOR HUGO;75016;PARIS;01 47 27 55 55;48.8689915;2.2834448
993;75MNP;;96 RUE LECOURBE;75015;PARIS;01 53 66 62 62;48.8431415;2.3040335
994;75GRE;;96 RUE ST CHARLES;75015;PARIS;01 45 79 56 41;48.8458193;2.2846695
995;75INV;;97 AVENUE DE LA BOURDONNAIS;75007;PARIS;01 45 55 80 80;48.8555824;2.3036073
996;75PER;;97 AVENUE NIEL;75017;PARIS;01 43 80 15 14;48.8841986;2.2968206
997;75TRO;;97 AVENUE VICTOR HUGO;75016;PARIS;01 56 91 30 30;48.8689754;2.2839977
998;75PER;COURCELLES MEDICAL;97 RUE JOUFFROY D ABBANS;75017;PARIS;01 53 81 41 96;48.8821118;2.3018983
