Date	Payee	Amount	Category	Memo	Status	Number
2023-01-23	CARREFOUR	-9,31	Alimentation:Supermarché		R	
2023-01-25	LYDIA	-0,5	Frais bancaires		R	
2023-01-26	BOULANGERIE THIE	-4,5	Alimentation:Boulangerie		R	
2023-01-26	CARREFOUR	-24,06	Alimentation:Supermarché		R	
2023-01-26	MR OU MME BONNEFOY	300	Dettes personnelles		R	
2023-01-26	LYDIA	-5	Frais bancaires		R	
2023-01-26	TABAC PRESSE	-10,5	Junk:Tabac		R	
2023-01-27	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-01-27	CARREFOUR	-31,94	Alimentation:Supermarché		R	
2023-01-27	TABAC PRESSE	-10,5	Junk:Tabac		R	
2023-01-27	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2023-01-27	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2023-01-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-01-28	CARREFOUR	-6,68	Alimentation:Supermarché		R	
2023-01-28	LA SOCIETE GENERALE	-150	Retrait despèces		R	
2023-01-29	CARREFOUR	-46,29	Alimentation:Supermarché		R	
2023-01-29	M OU MME BOUVRY CHRISTOPHE	30	Dettes personnelles		R	
2023-01-29	M OU MME BOUVRY CHRISTOPHE	300	Dettes personnelles		R	
2023-01-29	LYDIA	-2,25	Frais bancaires		R	
2023-01-29	TABAC PRESSE	-13,1	Junk:Tabac		R	
2023-01-30	LYDIA	-0,5	Frais bancaires		R	
2023-01-30	LA POSTE	-8,87	Logement:Frais généraux:Services postaux		R	
2023-01-31	YOUNITED	-43,2	Crédit:Mensualité		R	
2023-01-31	LYDIA	-9,9	Frais bancaires		R	
2023-01-31	TABAC PRESSE	-23,5	Junk:Tabac		R	
2023-01-31	AMAZON	-26,98	Logement:Equipement		R	
2023-01-31	DARTY	-9,99	Logement:Equipement		R	
2023-02-01	CARREFOUR	-28,1	Alimentation:Supermarché		R	
2023-02-01	TOTAL	-14,3	Automobile:Carburant		R	
2023-02-02	BOULANGERIE THIE	-2,9	Alimentation:Boulangerie		R	
2023-02-02	CARREFOUR	-14,46	Alimentation:Supermarché		R	
2023-02-02	TABAC PRESSE	-18,7	Junk:Tabac		R	
2023-02-02	PHARMACIE TRAPEZE	-5,14	Santé:Paharmacie		R	
2023-02-03	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-02-03	FRANPRIX	-16,55	Alimentation:Supermarché		R	
2023-02-03	LA SOCIETE GENERALE	-50	Retrait despèces		R	
2023-02-05	MME MERCIER CELINE	50	Dettes personnelles		R	
2023-02-05	LA SOCIETE GENERALE	-50	Retrait despèces		R	
2023-02-06	CARREFOUR	-17,3	Alimentation:Supermarché		R	
2023-02-06	TOTAL	-12,6	Automobile:Carburant		R	
2023-02-06	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2023-02-06	UBER	-36,55	Transport:VTC-Taxi		R	
2023-02-07	CARREFOUR	-11,13	Alimentation:Supermarché		R	
2023-02-08	CARREFOUR	-12,27	Alimentation:Supermarché		R	
2023-02-08	CARREFOUR	-7,33	Alimentation:Supermarché		R	
2023-02-09	CARREFOUR	-18,99	Alimentation:Supermarché		R	
2023-02-09	M OU MME BOUVRY CHRISTOPHE	100	Dettes personnelles		R	
2023-02-09	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-02-10	LYDIA	-5	Frais bancaires		R	
2023-02-10	TABAC PRESSE	-10,5	Junk:Tabac		R	
2023-02-10	LES 3 CLEFS	-7,48	Logement:Frais généraux:Services postaux		R	
2023-02-11	M OU MME BOUVRY CHRISTOPHE	100	Dettes personnelles		R	
2023-02-11	TABAC PRESSE	-10,5	Junk:Tabac		R	
2023-02-11	MICROSOFT	-7,03	Loisirs:Service Numérique		R	
2023-02-11	UBER	-39,91	Transport:VTC-Taxi		R	
2023-02-13	CARREFOUR	-10,68	Alimentation:Supermarché		R	
2023-02-13	TABAC PRESSE	-10,5	Junk:Tabac		R	
2023-02-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-02-14	CARREFOUR	-2,79	Alimentation:Supermarché		R	
2023-02-14	TABAC PRESSE	-17,2	Junk:Tabac		R	
2023-02-15	FRANPRIX	-1,3	Alimentation:Supermarché		R	
2023-02-17	LYDIA	-5	Frais bancaires		R	
2023-02-18	MR OU MME BONNEFOY	20	Dettes personnelles		R	
2023-02-18	TABAC PRESSE	-14,7	Junk:Tabac		R	
2023-02-22	CARREFOUR	-19,93	Alimentation:Supermarché		R	
2023-02-22	FRANPRIX	-0,29	Alimentation:Supermarché		R	
2023-02-22	M OU MME BOUVRY CHRISTOPHE	100	Dettes personnelles		R	
2023-02-22	TABAC PRESSE	-17,3	Junk:Tabac		R	
2023-02-22	TABAC PRESSE	-10,5	Junk:Tabac		R	
2023-02-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-02-22	LA SOCIETE GENERALE	-50	Retrait despèces		R	
2023-02-24	MME MERCIER CELINE	100	Dettes personnelles		R	
2023-02-24	TABAC PRESSE	-19,8	Junk:Tabac		R	
2023-02-24	FREE MOBILE	-41,98	Logement:Frais généraux:Téléphone mobile		R	
2023-02-24	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-02-24	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2023-02-27	MR OU MME BONNEFOY	27	Dettes personnelles		R	
2023-02-27	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2023-02-28	LYDIA	-9,9	Frais bancaires		R	
2023-03-01	CARREFOUR	-6,81	Alimentation:Supermarché		R	
2023-03-01	POLE EMPLOI DR IDF	668,47	Allocations et Sécurité sociale:Allocation de Retour à lEmploi		R	
2023-03-01	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-03-02	TABAC LES 4 ARBR	-16,4	Junk:Tabac		R	
2023-03-02	OLIVIER LECHABLE	-124	Logement:Loyer		R	
2023-03-03	MY MARKET	-14,2	Alimentation:Supermarché		R	
2023-03-03	MR OU MME BONNEFOY	113	Dettes personnelles		R	
2023-03-03	LA FRANCAISE DES	-5	Junk:Tabac		R	
2023-03-03	CARGO CENTRAK	-13,67	Logement:Equipement		R	
2023-03-03	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-03-03	EASYJET	-113	Transport:Avion		R	
2023-03-03	UBER	-11,32	Transport:VTC-Taxi		R	
2023-03-04	GRAND PARIS SEINE OUEST	-2	Automobile:Stationnement		R	
2023-03-04	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-03-04	TROIFOIRIEN	-5	Logement:Equipement		R	
2023-03-05	CARREFOUR	-26,06	Alimentation:Supermarché		R	
2023-03-05	RELAY	-11,5	Junk:Tabac		R	
2023-03-06	CARREFOUR	-20,48	Alimentation:Supermarché		R	
2023-03-06	CARREFOUR	-11,3	Alimentation:Supermarché		R	
2023-03-06	TABAC PRESSE	-18,4	Junk:Tabac		R	
2023-03-06	FREE HAUTDEBIT	-59,32	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-03-07	TOOGOODTOG	-4	Alimentation:TakeAway		R	
2023-03-07	CARREFOUR	-11,47	Alimentation:Supermarché		R	
2023-03-07	CARREFOUR	-4,33	Alimentation:Supermarché		R	
2023-03-07	TABAC PRESSE	-15	Junk:Tabac		R	
2023-03-08	CARREFOUR	-13,08	Alimentation:Supermarché		R	
2023-03-08	CARREFOUR	-8,74	Alimentation:Supermarché		R	
2023-03-09	CARREFOUR	-13,53	Alimentation:Supermarché		R	
2023-03-09	CARREFOUR	-17,42	Alimentation:Supermarché		R	
2023-03-10	BOULANGERIE THIE	-15,7	Alimentation:Boulangerie		R	
2023-03-10	CARREFOUR	-7,4	Alimentation:Supermarché		R	
2023-03-10	CARREFOUR	-9,85	Alimentation:Supermarché		R	
2023-03-10	TABAC PRESSE	-28,9	Junk:Tabac		R	
2023-03-11	CARREFOUR	-12,39	Alimentation:Supermarché		R	
2023-03-11	CARREFOUR	-28,31	Alimentation:Supermarché		R	
2023-03-11	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-03-11	MICROSOFT	-6,22	Loisirs:Service Numérique		R	
2023-03-13	CARREFOUR	-6,72	Alimentation:Supermarché		R	
2023-03-13	CARREFOUR	-17,54	Alimentation:Supermarché		R	
2023-03-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-03-14	CARREFOUR	-9,91	Alimentation:Supermarché		R	
2023-03-14	CARREFOUR	-13,69	Alimentation:Supermarché		R	
2023-03-15	CARREFOUR	-5,63	Alimentation:Supermarché		R	
2023-03-15	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-03-19	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2023-03-19	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2023-03-24	MR OU MME BONNEFOY	120	Dettes personnelles		R	
2023-03-24	FREE MOBILE	-36,98	Logement:Frais généraux:Téléphone mobile		R	
2023-03-24	LA SOCIETE GENERALE	-80	Retrait despèces		R	
2023-03-25	CARREFOUR	-4,33	Alimentation:Supermarché		R	
2023-03-26	LYDIA	-0,5	Frais bancaires		R	
2023-03-28	MME MERCIER CELINE	32	Dettes personnelles		R	
2023-03-28	LYDIA	-1,5	Frais bancaires		R	
2023-03-28	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2023-03-30	SELECTA	-2,9	Alimentation:TakeAway		R	
2023-03-30	MR OU MME BONNEFOY	50	Dettes personnelles		R	
2023-03-30	LYDIA	-1	Frais bancaires		R	
2023-03-30	LA SOCIETE GENERALE	-40	Retrait despèces		R	
2023-03-30	SNCF	-5	Transport:Transports en commun		R	
2023-03-31	LYDIA	-9,9	Frais bancaires		R	
2023-04-01	LYDIA	-1	Frais bancaires		R	
2023-04-04	CARREFOUR	-9,73	Alimentation:Supermarché		R	
2023-04-04	MME MERCIER CELINE	30	Dettes personnelles		R	
2023-04-04	MR OU MME BONNEFOY	40	Dettes personnelles		R	
2023-04-04	TABAC PRESSE	-15,8	Junk:Tabac		R	
2023-04-04	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2023-04-04	NATIONALE DISTRI	-8,34	Non attribué		R	
2023-04-04	ATM	-20	Retrait despèces		R	
2023-04-05	FRANPRIX	-13,04	Alimentation:Supermarché		R	
2023-04-05	MONOPRIX	-22,79	Alimentation:Supermarché		R	
2023-04-05	M OU MME BOUVRY CHRISTOPHE	100	Dettes personnelles		R	
2023-04-05	TABAC PRESSE	-16,46	Junk:Tabac		R	
2023-04-05	CIC	-40	Retrait despèces		R	
2023-04-06	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-04-08	MME MERCIER CELINE	20	Dettes personnelles		R	
2023-04-08	CIC	-20	Retrait despèces		R	
2023-04-10	LYDIA	-0,5	Frais bancaires		R	
2023-04-11	POLE EMPLOI DR IDF	831,51	Allocations et Sécurité sociale:Allocation de Retour à lEmploi		R	
2023-04-11	TABAC VILLAGE	-23	Junk:Tabac		R	
2023-04-12	MONOPRIX	-8,2	Alimentation:Supermarché		R	
2023-04-12	LYDIA	-1	Frais bancaires		R	
2023-04-12	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-04-13	CARREFOUR	-46,66	Alimentation:Supermarché		R	
2023-04-13	CARREFOUR	-19,48	Alimentation:Supermarché		R	
2023-04-13	TABAC PRESSE	-14,1	Junk:Tabac		R	
2023-04-13	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-04-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-04-14	CARREFOUR	-8,53	Alimentation:Supermarché		R	
2023-04-14	FRANPRIX	-7,29	Alimentation:Supermarché		R	
2023-04-14	MAAF ASSURANCES	-185,64	Assurance:Assurance Habitation		R	
2023-04-14	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-04-14	MICROSOFT	-2,28	Loisirs:Service Numérique		R	
2023-04-14	ATM	-150	Retrait despèces		R	
2023-04-14	PHARMACIE REPUBLIQUE	-9,99	Santé:Paharmacie		R	
2023-04-15	CARREFOUR	-7,22	Alimentation:Supermarché		R	
2023-04-15	ARLOME	-1,3	Junk:Tabac		R	
2023-04-15	TABAC PRESSE	-14,5	Junk:Tabac		R	
2023-04-15	SNCF	-5	Transport:Transports en commun		R	
2023-04-15	UBER	-8	Transport:VTC-Taxi		R	
2023-04-16	UBER	0,3	Pending:Pending VTC-Taxi		R	
2023-04-16	CIC	-30	Retrait despèces		R	
2023-04-17	CARREFOUR	-9,1	Alimentation:Supermarché		R	
2023-04-17	TABAC PRESSE	-15,8	Junk:Tabac		R	
2023-04-17	POST-PAIEMENT	-5,07	Non attribué		R	
2023-04-18	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-04-18	CARREFOUR	-7,31	Alimentation:Supermarché		R	
2023-04-18	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-04-18	PHARMACIE TRAPEZE	-3,53	Santé:Paharmacie		R	
2023-04-19	CARREFOUR	-21,24	Alimentation:Supermarché		R	
2023-04-19	CARREFOUR	-2,7	Alimentation:Supermarché		R	
2023-04-20	CARREFOUR	-19,52	Alimentation:Supermarché		R	
2023-04-21	CARREFOUR	-19,66	Alimentation:Supermarché		R	
2023-04-22	CARREFOUR	-8,64	Alimentation:Supermarché		R	
2023-04-22	CARREFOUR	-11,43	Alimentation:Supermarché		R	
2023-04-22	TABAC PRESSE	-18,4	Junk:Tabac		R	
2023-04-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-04-23	CARREFOUR	-12,01	Alimentation:Supermarché		R	
2023-04-23	SNCF	-5	Transport:Transports en commun		R	
2023-04-24	CARREFOUR	-14,07	Alimentation:Supermarché		R	
2023-04-25	CARREFOUR	-7,64	Alimentation:Supermarché		R	
2023-04-26	CARREFOUR	-6,82	Alimentation:Supermarché		R	
2023-04-27	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2023-04-27	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-04-27	FREE MOBILE	-40,73	Logement:Frais généraux:Téléphone mobile		R	
2023-04-27	ATM	-50	Retrait despèces		R	
2023-04-30	MME MERCIER CELINE	30	Dettes personnelles		R	
2023-04-30	LYDIA	-9,9	Frais bancaires		R	
2023-04-30	VAD FRANCE	-2,99	Non attribué		R	
2023-04-30	LA SOCIETE GENERALE	-20	Retrait despèces		R	
2023-05-02	ATM	-40	Retrait despèces		R	
2023-05-02	BONNEFOY JULIEN	40,28	Transaction interne		R	
2023-05-03	CARREFOUR	-4,48	Alimentation:Supermarché		R	
2023-05-03	POLE EMPLOI DR IDF	818,88	Allocations et Sécurité sociale:Allocation de Retour à lEmploi		R	
2023-05-03	YOUNITED	-32,4	Crédit:Mensualité		R	
2023-05-03	M OU MME BOUVRY CHRISTOPHE	50	Dettes personnelles		R	
2023-05-03	ATM	-50	Retrait despèces		R	
2023-05-03	ATM	-150	Retrait despèces		R	
2023-05-03	CIC	-100	Retrait despèces		R	
2023-05-04	MONOPRIX	-17	Alimentation:Supermarché		R	
2023-05-04	LE ROYAL BOULOG	-26,4	Junk:Tabac		R	
2023-05-04	APPLE	-12,99	Loisirs:Service Numérique		R	
2023-05-04	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-05-05	FRANPRIX	-14,25	Alimentation:Supermarché		R	
2023-05-05	YOUNITED	-10,8	Crédit:Mensualité		R	
2023-05-05	LYDIA	-2,5	Frais bancaires		R	
2023-05-05	TABAC PRESSE	-25,72	Junk:Tabac		R	
2023-05-05	FREE HAUTDEBIT	-61,99	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-05-06	AOB SLIMPY	-34,8	Alimentation:Supérette		R	
2023-05-06	CARREFOUR	-10,2	Alimentation:Supermarché		R	
2023-05-06	PHARMACIE REPUBLIQUE	-31,98	Santé:Paharmacie		R	
2023-05-06	PHARMACIE REPUBLIQUE	-4,99	Santé:Paharmacie		R	
2023-05-06	PHARMACIE TRAPEZE	-3,5	Santé:Paharmacie		R	
2023-05-06	PHARMACIE PREMIERE	-41,32	Santé:Paharmacie		R	
2023-05-07	TABAC LAM	-23	Junk:Tabac		R	
2023-05-09	CARREFOUR	-32,96	Alimentation:Supermarché		R	
2023-05-09	ATM	-50	Retrait despèces		R	
2023-05-09	ATM	-30	Retrait despèces		R	
2023-05-09	PHARMACIE TRAPEZE	-7,5	Santé:Paharmacie		R	
2023-05-09	UBER	-11,18	Transport:VTC-Taxi		R	
2023-05-10	CARREFOUR	-20,22	Alimentation:Supermarché		R	
2023-05-10	BRICORAMA	-5,4	Logement:Equipement		R	
2023-05-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-05-15	POST-PAIEMENT	-20,19	Non attribué		R	
2023-05-17	CARREFOUR	-8,83	Alimentation:Supermarché		R	
2023-05-20	CARREFOUR	-7,23	Alimentation:Supermarché		R	
2023-05-23	MME MERCIER CELINE	30	Dettes personnelles		R	
2023-05-23	LA SOCIETE GENERALE	-30	Retrait despèces		R	
2023-05-24	LYDIA	-1	Frais bancaires		R	
2023-05-25	CARREFOUR	-23,47	Alimentation:Supermarché		R	
2023-05-25	TABAC PRESSE	-13,3	Junk:Tabac		R	
2023-05-25	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-05-25	ATM	-400	Retrait despèces		R	
2023-05-25	STE PHARDEX	1366,74	Revenus du travail:Salaire brut:Salaire net		R	
2023-05-26	MONOPRIX	-74,68	Alimentation:Supermarché		R	
2023-05-26	LYDIA	-6	Frais bancaires		R	
2023-05-26	AMAZON	-41,27	Logement:Equipement		R	
2023-05-26	MAISON BERGER PARIS	-55,49	Logement:Equipement		R	
2023-05-26	FREE MOBILE	-37,98	Logement:Frais généraux:Téléphone mobile		R	
2023-05-26	ATM	-130	Retrait despèces		R	
2023-05-27	PETRIN RIBEIROU	-6,5	Alimentation:Boulangerie		R	
2023-05-27	CARREFOUR	-15,35	Alimentation:Supermarché		R	
2023-05-27	LYDIA	-1,95	Frais bancaires		R	
2023-05-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-05-27	UBER	-15,78	Transport:VTC-Taxi		R	
2023-05-28	LEROY MERLIN	-58,2	Logement:Equipement		R	
2023-05-28	ATM	-150	Retrait despèces		R	
2023-05-29	CARREFOUR	-28,53	Alimentation:Supermarché		R	
2023-05-29	LYDIA	-2,25	Frais bancaires		R	
2023-05-29	LEROY MERLIN	-28,35	Logement:Equipement		R	
2023-05-29	LEROY MERLIN	-26,7	Logement:Equipement		R	
2023-05-29	LEROY MERLIN	28,35	Remboursements divers:Retour marchandise		R	
2023-05-30	CARREFOUR	-12,68	Alimentation:Supermarché		R	
2023-05-30	CARREFOUR	-14,48	Alimentation:Supermarché		R	
2023-05-30	TABAC PRESSE	-16,5	Junk:Tabac		R	
2023-05-30	AMAZON	-16,98	Logement:Equipement		R	
2023-05-30	LEROY MERLIN	43,8	Remboursements divers:Retour marchandise		R	
2023-05-31	CARREFOUR	-4,48	Alimentation:Supermarché		R	
2023-05-31	CARREFOUR	-6,62	Alimentation:Supermarché		R	
2023-05-31	CARREFOUR	-14,74	Alimentation:Supermarché		R	
2023-05-31	LYDIA	-9,9	Frais bancaires		R	
2023-05-31	CIC	-150	Retrait despèces		R	
2023-06-01	FRANPRIX	-18,05	Alimentation:Supermarché		R	
2023-06-01	LYDIA	-2,25	Frais bancaires		R	
2023-06-02	CARREFOUR	-11,94	Alimentation:Supermarché		R	
2023-06-03	CARREFOUR	-17,79	Alimentation:Supermarché		R	
2023-06-03	UBER	-9,76	Transport:VTC-Taxi		R	
2023-06-04	AUX MERVEILLEUX	-25,8	Alimentation:Boulangerie		R	
2023-06-04	M OU MME BOUVRY CHRISTOPHE	50	Dettes personnelles		R	
2023-06-05	CARREFOUR	-18,08	Alimentation:Supermarché		R	
2023-06-06	CARREFOUR	-12,85	Alimentation:Supermarché		R	
2023-06-06	CARREFOUR	-18,36	Alimentation:Supermarché		R	
2023-06-06	POLE EMPLOI DR IDF	91,71	Allocations et Sécurité sociale:Allocation de Retour à lEmploi		R	
2023-06-06	POLE EMPLOI DR IDF	252,28	Allocations et Sécurité sociale:Allocation de Retour à lEmploi		R	
2023-06-06	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2023-06-06	TABAC PRESSE	-16,5	Junk:Tabac		R	
2023-06-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-06-07	CARREFOUR	-22,18	Alimentation:Supermarché		R	
2023-06-08	CARREFOUR	-19,56	Alimentation:Supermarché		R	
2023-06-08	CARREFOUR	-10,41	Alimentation:Supermarché		R	
2023-06-08	TABAC PRESSE	-14,1	Junk:Tabac		R	
2023-06-09	CARREFOUR	-23,37	Alimentation:Supermarché		R	
2023-06-10	CARREFOUR	-13,07	Alimentation:Supermarché		R	
2023-06-11	CARREFOUR	-26,27	Alimentation:Supermarché		R	
2023-06-12	CARREFOUR	-14,6	Alimentation:Supermarché		R	
2023-06-12	CARREFOUR	-24,75	Alimentation:Supermarché		R	
2023-06-12	CARREFOUR	-8,39	Alimentation:Supermarché		R	
2023-06-12	TABAC PRESSE	-16,4	Junk:Tabac		R	
2023-06-13	CARREFOUR	-5,54	Alimentation:Supermarché		R	
2023-06-13	CARREFOUR	-11,96	Alimentation:Supermarché		R	
2023-06-13	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-06-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-06-15	POST-PAIEMENT	-8,45	Non attribué		R	
2023-06-16	BP	-4,6	Automobile:Carburant		R	
2023-06-16	LA SOCIETE GENERALE	-20	Retrait despèces		R	
2023-06-17	CARREFOUR	-28,15	Alimentation:Supermarché		R	
2023-06-19	HOTEL IBIS ACCOR	-28	Frais professionels:Non-remboursées		R	
2023-06-19	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-06-19	LAMAISONLYOVEL	-5	Logement:Equipement		R	
2023-06-19	LAMAISONLYOVEL	-5	Logement:Equipement		R	
2023-06-19	LAMAISONLYOVEL	5	Remboursements divers:Annulation/Régularistation transaction carte bancaire		R	
2023-06-20	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2023-06-20	HOTEL IBIS ACCOR	-20,9	Frais professionels:Non-remboursées		R	
2023-06-20	HOTEL IBIS ACCOR	-22,8	Frais professionels:Non-remboursées		R	
2023-06-20	HOTEL IBIS ACCOR	-3,9	Frais professionels:Non-remboursées		R	
2023-06-20	LE GALIA	-23	Junk:Tabac		R	
2023-06-21	MARCHE DE LA	-7,1	Alimentation:Supermarché		R	
2023-06-21	HOTEL IBIS ACCOR	-3,9	Frais professionels:Non-remboursées		R	
2023-06-21	LAMAISONLYOVEL	-5	Logement:Equipement		R	
2023-06-21	LAMAISONLYOVEL	-5	Logement:Equipement		R	
2023-06-21	LAMAISONLYOVEL	5	Remboursements divers:Annulation/Régularistation transaction carte bancaire		R	
2023-06-21	LAMAISONLYOVEL	5	Remboursements divers:Annulation/Régularistation transaction carte bancaire		R	
2023-06-22	CARREFOUR	-18,6	Alimentation:Supermarché		R	
2023-06-22	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-06-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-06-23	CARREFOUR	-23,11	Alimentation:Supermarché		R	
2023-06-23	MR OU MME BONNEFOY	50	Dettes personnelles		R	
2023-06-23	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-06-24	CARREFOUR	-16,22	Alimentation:Supermarché		R	
2023-06-24	CARREFOUR	-10,96	Alimentation:Supermarché		R	
2023-06-24	M OU MME BOUVRY CHRISTOPHE	60	Dettes personnelles		R	
2023-06-24	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-06-24	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2023-06-25	CARREFOUR	-4,27	Alimentation:Supermarché		R	
2023-06-26	CARREFOUR	-4,4	Alimentation:Supermarché		R	
2023-06-26	CARREFOUR	-8,32	Alimentation:Supermarché		R	
2023-06-26	TICKET À GRATTER	4,27	Cashback		R	
2023-06-26	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-06-26	SA SUED	-38,97	Loisirs:Service Numérique		R	
2023-06-26	ATM	-450	Retrait despèces		R	
2023-06-26	STE PHARDEX	2392,93	Revenus du travail:Salaire brut:Salaire net		R	
2023-06-27	FRANPRIX	-9,95	Alimentation:Supermarché		R	
2023-06-27	TABAC PRESSE	-16,5	Junk:Tabac		R	
2023-06-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2023-06-27	ATM	-160	Retrait despèces		R	
2023-06-27	PHARMACIE TRAPEZE	-5,14	Santé:Paharmacie		R	
2023-06-28	BOULANGERIE THIE	-7,7	Alimentation:Boulangerie		R	
2023-06-28	CARREFOUR	-22,43	Alimentation:Supermarché		R	
2023-06-28	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-06-28	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-06-28	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-06-28	CMNE DE PARIS	-6,4	Automobile:Stationnement		R	
2023-06-28	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-06-29	CARREFOUR	-17,44	Alimentation:Supermarché		R	
2023-06-29	TABAC PRESSE	-13,7	Junk:Tabac		R	
2023-06-29	MARCHAND NON COMMUNIQUÉ	1,9	Remboursements divers:Annulation/Régularistation transaction carte bancaire		R	
2023-06-30	CARREFOUR	-10,51	Alimentation:Supermarché		R	
2023-06-30	CARREFOUR	-19,39	Alimentation:Supermarché		R	
2023-06-30	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-06-30	CMNE DE PARIS	-2,2	Automobile:Stationnement		R	
2023-06-30	LYDIA	-9,9	Frais bancaires		R	
2023-07-01	AUCHAN	-31,83	Alimentation:Supermarché		R	
2023-07-01	CARREFOUR	-10,78	Alimentation:Supermarché		R	
2023-07-01	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-07-01	ATM	-140	Retrait despèces		R	
2023-07-01	LA SOCIETE GENERALE	-20	Retrait despèces		R	
2023-07-02	CARREFOUR	-9,77	Alimentation:Supermarché		R	
2023-07-02	CARREFOUR	-15,54	Alimentation:Supermarché		R	
2023-07-02	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-07-03	CARREFOUR	-28,68	Alimentation:Supermarché		R	
2023-07-03	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-07-04	CARREFOUR	-11,47	Alimentation:Supermarché		R	
2023-07-05	CARREFOUR	-23,88	Alimentation:Supermarché		R	
2023-07-05	TABAC PRESSE	-11,5	Junk:Tabac		R	
2023-07-05	ATM	-180	Retrait despèces		R	
2023-07-06	TABAC PRESSE	-27,3	Junk:Tabac		R	
2023-07-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-07-07	CARREFOUR	-11,87	Alimentation:Supermarché		R	
2023-07-07	FRANPRIX	-3,64	Alimentation:Supermarché		R	
2023-07-07	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-07-07	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-07-07	CMNE DE PARIS	-4,2	Automobile:Stationnement		R	
2023-07-07	IWONALEX	-18,5	Non attribué		R	
2023-07-08	CARREFOUR	-22,47	Alimentation:Supermarché		R	
2023-07-08	TABAC PRESSE	-13,7	Junk:Tabac		R	
2023-07-08	MARCHAND NON COMMUNIQUÉ	4,2	Remboursements divers:Annulation/Régularistation transaction carte bancaire		R	
2023-07-09	CARREFOUR	-25,94	Alimentation:Supermarché		R	
2023-07-09	ATM	-150	Retrait despèces		R	
